Brand,Model,Image,Price,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphic card,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight(kg),Dimensions(mm),Series,Touch Screen,Base Clock Speed,Graphics Processor,Product,Dedicated Graphics,HDMI Port,Battery life,Dedicated Graphic Memory Type,Expandable RAM up to (GB)
Lenovo,Y50 70,https://i.gadgets360cdn.com/products/laptops/large/1525202383_635_y50-70.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 59,990",8GB,15.50-inch,No,Black,Windows 8.1,1TB,Y50 70,Intel Core i7 4th Gen 4710HQ,Nvidia GeForce GTX 860M,Yes,,1920x1080 pixels,802.11 ac,2.4,387.00 x 263.40 x 23.90,,No,2.5 GHz,Nvidia GeForce GTX 860M,"Lenovo Y50 70 Laptop (Windows 8.1, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,Standard,5,GDDR5,
Asus,R558UQ-DM513D,https://i.gadgets360cdn.com/products/laptops/large/1525207640_635_r558uq-dm513d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 41,990",8GB,15.60-inch,No,Matt Dark Blue,DOS,1TB,R558UQ-DM513D,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,,1920x1080 pixels,802.11 ac,2.3,382.00 x 256.00 x 25.50,R Series,No,2.5 GHz,Nvidia GeForce 940MX,"Asus R558UQ-DM513D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Dark Blue, 15.6 inch)",Yes,Standard,4.5,GDDR3,12GB
HP,Envy 15-ae008tx,https://i.gadgets360cdn.com/products/laptops/large/1525204258_635_envy-15-ae008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 89,850",16GB,15.60-inch,No,Aluminium Finish Natural Silver,Windows 8 Professional,2TB,15-ae008tx,Intel Core i7 5th Gen 5500U,Nvidia GeForce GTX 950M,Yes,,1920x1080 pixels,802.11 ac,2.38,384.00 x 255.00 x 23.70,Envy,Yes,2.4 GHz,Nvidia GeForce GTX 950M,"HP Envy AE008TX Laptop (Windows 8, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",Yes,Standard,4.5,DDR3,8GB
HP,Pavilion x360 11-n032tu,https://i.gadgets360cdn.com/products/laptops/large/1525202082_635_pavilion-x360-11-n032tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,000",4GB,11.60-inch,No,"Brilliant Red, Silver",Windows 8.1,500GB,11-n032tu,Intel Pentium Quad Core 4th Gen N3540,Intel Integrated HD Graphics 4400,No,No,1366x768 pixels,802.11 b/g/n,1.4,308.00 x 215.00 x 21.90,Pavilion x360,Yes,2.16 GHz,Intel Integrated HD Graphics 4400,"HP Pavilion X360 11-N032TU Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Pentium, Red)",No,Standard,4.5,DDR3L,8GB
HP,15-s105tu,https://i.gadgets360cdn.com/products/laptops/large/1525202345_635_15-s105tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 31,999",4GB,15.60-inch,No,Charcoal Grey,DOS,1TB,15-s105tu,Intel Core i5 4th Gen 4210U,AMD Radeon R5 M330,Yes,,1366x768 pixels,802.11 b/g/n,2.23,378.00 x 259.00 x 25.30,,No,1.7 GHz,AMD Radeon R5 M330,"HP Compaq 15-S105TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Grey)",Yes,Standard,4,DDR3,8GB
Samsung,Galaxy S21 Ultra,https://gadgets.ndtv.com/static/mobile/images/upcoming.jpg?downsize=59:19&amp;output-format=webp,,12GB,,,,Android 11,,,2.4GHz octa-core (3x2.8GHz + 4x2.4GHz + 1x2.9GHz),,,,1440x3220 pixels,802.11 a/b/g/n/ac/Yes,,165.10 x 75.60 x 8.90,,,,,,,,,,
HP,Pavilion 15-AU008TX,https://i.gadgets360cdn.com/products/laptops/large/1546455604_635_hp_pavilion-15-au008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 80,990",16GB,15.60-inch,No,Silver,Windows 10,2TB,15-AU008TX,Intel Core i7 6th Gen 6500U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 ac,2.03,382.50 x 242.80 x 22.61,Pavilion,No,2.5 GHz,Nvidia GeForce 940MX,"HP Pavilion 15-AU008TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Silver)",,Standard,,DDR3,16GB
HP,Envy x360 15-w101tx,https://i.gadgets360cdn.com/products/laptops/large/1525206086_635_envy-x360-15-w101tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 59,999",8GB,15.60-inch,No,Natural Silver,Windows 10 Home,1TB,15-w101tx,Intel Core i7 6th Gen 6500U,Nvidia GeForce 930M,Yes,,1920x1080 pixels,802.11 b/g/n/ac,2.29,382.00 x 239.00 x 25.00,Envy x360,Yes,2.5 GHz,Nvidia GeForce 930M,"HP Envy 15-W101TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",Yes,Standard,5,DDR3L,16GB
HP,Pavilion 15-ab030tx,https://i.gadgets360cdn.com/products/laptops/large/1525204299_635_pavilion-15-ab030tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 50,000",8GB,15.60-inch,No,Blizzard White,Windows 8.1,1TB,15-ab030tx,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,Yes,,1920x1080 pixels,802.11 b/g/n,2.29,384.50 x 261.20 x 25.10,Pavilion,No,2.2 GHz,Nvidia GeForce 940M,"HP Pavilion 15-AB030TX Laptop (1000GB HDD, Intel Core i5, White)",Yes,Standard,,DDR3L,8GB
Asus,ROG CN430T-GL552VW,https://i.gadgets360cdn.com/products/laptops/large/1525205930_635_rog-cn430t-gl552vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 89,990",8GB,15.60-inch,No,Grey,Windows 10 Home,1TB,CN430T-GL552VW,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 960M,Yes,,1920x1080 pixels,802.11 b/g/n,2.59,385.00 x 255.00 x 32.40,ROG,No,2.6 GHz,Nvidia GeForce GTX 960M,"Asus Rog GL552VW-CN430T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Grey, 15.6 inch)",Yes,Standard,3.5,GDDR5,32GB
Asus,K555LB-DM109T,https://i.gadgets360cdn.com/products/laptops/large/1525204145_635_k555lb-dm109t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 49,700",8GB,15.60-inch,No,Black Metal,Windows 10 Home,1TB,K555LB-DM109T,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,Yes,No,1920x1080 pixels,,2.4,382.00 x 256.00 x 25.80,K Series,No,2.2 GHz,Nvidia GeForce 940M,"Asus K555LB-DM109T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",Yes,Standard,4,GDDR3,16GB
Asus,X550CC-XO072D,https://i.gadgets360cdn.com/products/laptops/large/1525200120_635_x550cc-xo072d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,100",4GB,15.60-inch,No,Dark Grey,Windows 8.1,500GB,X550CC-XO072D,Intel Core i3 3rd Gen 3217U,Nvidia GeForce 920MX,Yes,,1366x768 pixels,802.11 ac,2.3,380.00 x 251.00 x 31.70,,No,1.8 GHz,Nvidia GeForce 920MX,"Asus X550CC-XO072D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Grey, 15.6 inch)",Yes,Standard,,,8GB
Asus,S56CM-XO177H,https://i.gadgets360cdn.com/products/laptops/large/1525200112_635_s56cm-xo177h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 38,900",4GB,15.60-inch,24GB,Black,Windows 8,500GB,S56CM-XO177H,Intel Core i3 3rd Gen 3217U,Nvidia GeForce 635M,Yes,,1366x768 pixels,802.11 b/g/n,2.3,380.00 x 266.00 x 21.00,S Series,No,1.8 GHz,Nvidia GeForce 635M,"Asus S56CM-XO177H Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 22 inch)",Yes,Standard,,DDR3,8GB
Asus,R558UR-DM069D,https://i.gadgets360cdn.com/products/laptops/large/1525205924_635_r558ur-dm069d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 40,990",4GB,15.60-inch,No,Glossy Dark Brown,DOS,1TB,R558UR-DM069D,Intel Core i5 6th Gen 6200U,Nvidia GeForce 930MX,Yes,,1920x1080 pixels,802.11 b/g/n,2.4,382.00 x 256.00 x 25.80,R Series,No,2.3 GHz,Nvidia GeForce 930MX,"Asus R558UR-DM069D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,Standard,4.5,GDDR3,16GB
Asus,ROG Strix GL502VT-FY026T,https://i.gadgets360cdn.com/products/laptops/large/1525205937_635_rog-strix-gl502vt-fy026t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 114,900",8GB,15.60-inch,256GB,Metallic Black,Windows 10 Home,1TB,GL502VT-FY026T,Intel Core i7 6th Gen 6700HQ,Nvidia,Yes,,1920x1080 pixels,802.11 b/g/n,2,390.00 x 266.00 x 23.50,ROG Strix,No,2.6 GHz,Nvidia,"Asus Rog Strix GL502VT-FY026T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,Standard,6,GDDR5,16GB
HP,15-ay008tx,https://i.gadgets360cdn.com/products/laptops/large/1525206257_635_15-ay008tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 42,000",4GB,15.60-inch,No,Turbo Silver,DOS,1TB,15-ay008tx,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,,No,2.3 GHz,AMD Radeon R5 M430,"HP 15-AY008TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Silver)",Yes,Standard,,DDR3,16GB
Asus,ROG GL552VX-DM261T,https://i.gadgets360cdn.com/products/laptops/large/1525205936_635_rog-gl552vx-dm261t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 69,000",8GB,15.60-inch,No,Black,Windows 10 Home,1TB,GL552VX-DM261T,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 950M,Yes,,1920x1080 pixels,802.11 b/g/n,2.6,385.00 x 255.00 x 32.40,ROG,No,2.6 GHz,Nvidia GeForce GTX 950M,"Asus Rog GL552VX-DM261T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,Standard,,GDDR5,32GB
Dell,Latitude 3550,https://i.gadgets360cdn.com/products/laptops/large/1525202049_635_latitude-3550.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 27,990",4GB,15.50-inch,No,Black,Linux,500GB,3550,Intel Core i3 4th Gen 4005U,Intel Integrated HD Graphics 4400,No,Yes,1366x768 pixels,802.11 b/g/n,2,376.00 x 259.00 x 20.30,Latitude,No,1.7 GHz,Intel Integrated HD Graphics 4400,"Dell Latitude 3550 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.5 inch)",No,Standard,6,,8GB
Acer,TravelMate P2 P249-MG,https://i.gadgets360cdn.com/products/laptops/large/1525207611_635_travelmate-p2-p249-mg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 39,999",4GB,14.00-inch,No,Black,Windows 10 Home,500GB,P249-MG,Intel Core i3 7th Gen 7200U,,,Yes,1920x1080 pixels,802.11 ac,1.9,343.00 x 248.00 x 23.70,TravelMate P2,No,2.5 GHz,,"Acer Travel Mate P2-P249-MG Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black)",,Standard,10,,32GB
HP,Pavilion 15-ac121tu,https://i.gadgets360cdn.com/products/laptops/large/1525204282_635_pavilion-15-ac121tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 33,980",4GB,15.60-inch,No,Nobel Blue,Windows 10 Home,1TB,15-ac121tu,Intel Core i3 5th Gen 5005U,Nvidia GeForce 940M,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,Pavilion,No,2 GHz,Nvidia GeForce 940M,"HP 15-AC121TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 15.6 inch)",Yes,Standard,,DDR3L,8GB
MSI,CX62 7QL,https://i.gadgets360cdn.com/products/laptops/large/1525207924_635_cx62-7ql.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 53,990",4GB,15.60-inch,No,Black,Windows 10 Home,1TB,CX62 7QL,Intel Core i7 7th Gen 7500U,Nvidia GeForce 720M,Yes,,1920x1080 pixels,802.11 b/g/n,2.3,383.00 x 260.00 x 29.00,GX Series,No,2.7 GHz,Nvidia GeForce 720M,"MSI CX62-7QL Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i7, Black)",Yes,Standard,,DDR3,32GB
Acer,Predator G9-792,https://i.gadgets360cdn.com/products/laptops/large/1525205905_635_predator-g9-792.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 179,999",16GB,17.30-inch,128GB,Black,Windows 10 Home,1TB,G9-792,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 980M,Yes,,1920x1080 pixels,802.11 ac,4.2,423.00 x 321.50 x 39.70,Predator,No,2.6 GHz,Nvidia GeForce GTX 980M,"Acer Predator G9-792 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Red, 17.3 inch)",Yes,Standard,7,GDDR5,64GB
Xiaomi,Redmi Note 9T,https://gadgets.ndtv.com/static/mobile/images/upcoming.jpg?downsize=59:19&amp;output-format=webp,,6GB,,,,Android 10,,,2GHz octa-core,,,,1080x2430 pixels,802.11 a/b/g,,161.96 x 77.25 x 9.20,,,,,,,,,,
Dell,Vostro 2520,https://i.gadgets360cdn.com/products/laptops/large/1525200129_635_vostro-2520.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 30,000",4GB,15.60-inch,No,Grey,Linux,500GB,2520,Intel Core i5 3rd Gen 3230M,AMD Radeon R5 M335,Yes,,1366x768 pixels,802.11 b/g/n,2.36,376.00 x 260.00 x 34.50,Vostro,No,2.6 GHz,AMD Radeon R5 M335,"Dell Vostro 2520 Laptop (Linux, 2GB RAM, 320GB HDD, Intel Pentium, Grey, 14 inch)",Yes,Standard,3,DDR3,8GB
Lenovo,ThinkPad X1 Extreme,https://i.gadgets360cdn.com/products/large/1555943624_635_lenovo_thinkpad_x1_extreme.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.60-inch,1TB,Black,Windows 10,,X1 Extreme,Intel Core i7 8th Gen i7-8750H,Nvidia GeForce GTX 1050 Ti,Yes,Yes,3840x2160 pixels,802.11 ac,1.8,361.80 x 245.70 x 18.70,ThinkPad,Yes,2.2 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,Standard,15,,
Asus,X540SA-XX366D,https://i.gadgets360cdn.com/products/laptops/large/1525205945_635_x540sa-xx366d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 18,999",4GB,15.60-inch,No,Silver,DOS,500GB,X540SA-XX366D,Intel Celeron Dual Core 6th Gen N3060,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2,381.00 x 252.00 x 25.40,X Series,No,,Intel Integrated HD Graphics,"Asus X540SA-XX366D Laptop (DOS, 4GB RAM, Intel Celeron, Silver, 15.6 inch)",No,Standard,4.5,,
HP,Pavilion 15-AY554TU,https://i.gadgets360cdn.com/products/laptops/large/1546455157_635_hp_pavilion-15-ay554tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 36,500",4GB,15.60-inch,No,Silver,Windows 10 Home,No,15-AY554TU,Intel Core i5 6th Gen 6200U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 b/g/n,2.9,384.30 x 254.60 x 24.30,Pavilion,No,2.3 GHz,Intel Integrated HD Graphics 520,"HP 15-AY554TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",No,Standard,4.5,DDR4,
HP,Pavilion 15-ay078tx,https://i.gadgets360cdn.com/products/laptops/large/1525206196_635_pavilion-15-ay078tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 59,000",8GB,15.60-inch,No,Silver,DOS,1TB,15-ay078tx,Intel Core i7 6th Gen 6500U,AMD Radeon R4,,,1920x1080 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,Pavilion,No,2.5 GHz,AMD Radeon R4,"HP 15-AY078TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,Standard,,DDR3L,16GB
Acer,Aspire E 15 E5-551G,https://i.gadgets360cdn.com/products/laptops/large/1525203896_635_aspire-e-15-e5-551g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 35,800",8GB,15.60-inch,No,Black,Linux,1TB,E5-551G,AMD APU Quad Core A10 5th Gen A10 7300,AMD Radeon R7 M265,Yes,,1366x768 pixels,802.11 b/g/n,2.5,381.60 x 256.00 x 30.30,Aspire E 15,No,1.9 GHz,AMD Radeon R7 M265,"Acer Aspire E E5-551G Laptop (Linux, 8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,Standard,7,DDR3,16GB
HP,Pavilion 15-ab220tx,https://i.gadgets360cdn.com/products/laptops/large/1525204278_635_pavilion-15-ab220tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Blizzard White,Windows 10 Home,1TB,15-ab220tx,Intel Core i5 5th Gen 5200U,Nvidia GeForce 940M,Yes,,1366x768 pixels,802.11 b/g/n,2.09,384.50 x 261.10 x 25.20,Pavilion,No,2.2 GHz,Nvidia GeForce 940M,,Yes,Standard,4.5,DDR3,16GB
HP,Pavilion 15-au111tx,https://i.gadgets360cdn.com/products/laptops/large/1525207805_635_pavilion-15-au111tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Natural Silver,Windows 10 Home,1TB,15-au111tx,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,,1366x768 pixels,802.11 ac,2,383.00 x 243.00 x 22.50,Pavilion,No,2.5 GHz,Nvidia GeForce 940MX,,Yes,Standard,9,DDR3,16GB
HP,Pavilion 15-au114tx,https://i.gadgets360cdn.com/products/laptops/large/1525207809_635_pavilion-15-au114tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 61,603",8GB,15.60-inch,No,Natural Silver,Windows 10 Home,1TB,15-au114tx,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,Yes,,1366x768 pixels,802.11 ac,2,383.00 x 243.00 x 22.50,Pavilion,No,2.5 GHz,Nvidia GeForce 940MX,"HP Pavilion 15-AU114TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Yes,Standard,9,DDR3,16GB
Acer,Aspire E 15 E5-575G,https://i.gadgets360cdn.com/products/laptops/large/1525205897_635_aspire-e-15-e5-575g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,999",4GB,15.60-inch,No,Black,Windows 10 Home,1TB,E5-575G,Intel Core i5 6th Gen 7200U,Nvidia GeForce 940MX,Yes,,1366x768 pixels,802.11 b/g/n/ac,2.2,381.60 x 259.00 x 30.20,Aspire E 15,No,2.5 GHz,Nvidia GeForce 940MX,"Acer Aspire E5-575G Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, 6th Gen, Black, 15.6 inch)",Yes,Standard,8,GDDR5,32GB
Dell,Inspiron 5567,https://i.gadgets360cdn.com/products/laptops/large/1525207703_635_inspiron-5567.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 27,490",4GB,15.60-inch,No,Black,Windows 10 Home,1TB,5567,Intel Core i3 7th Gen 6006U,Nvidia GeForce 940MX,Yes,,1920x1080 pixels,802.11 ac,2.36,390.00 x 259.00 x 23.30,Inspiron,No,2 GHz,Nvidia GeForce 940MX,"Dell Inspiron 5567 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,Standard,,DDR3,16GB
HP,15-af103ax,https://i.gadgets360cdn.com/products/laptops/large/1525206253_635_15-af103ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 25,990",4GB,15.60-inch,No,Turbo Silver,Windows 10 Home,1TB,15-af103ax,AMD APU Quad Core A8 6th Gen A8 7410,AMD Radeon R5 M330,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.50 x 24.30,,No,2.2 GHz,AMD Radeon R5 M330,"HP 15-AF103AX Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Silver)",Yes,Standard,,DDR3,8GB
HP,15-ay508tx,https://i.gadgets360cdn.com/products/laptops/large/1525204407_635_15-ay508tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 42,490",8GB,15.60-inch,No,Silver,Windows 10 Home,1TB,15-ay508tx,Intel Core i3 5th Gen 5005U,AMD Radeon R5 M430,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,,No,2 GHz,AMD Radeon R5 M430,"HP 15-AY508TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",Yes,Standard,5,DDR3,8GB
HP,Pavilion 15-au118tx,https://i.gadgets360cdn.com/products/laptops/large/1525207810_635_pavilion-15-au118tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 67,999",8GB,15.60-inch,No,Natural Silver,Windows 10 Home,1TB,15-au118tx,Intel Core i7 7th Gen 7500U,Intel Integrated HD Graphics 500,No,,1920x1080 pixels,802.11 a/b/g,2,383.00 x 243.00 x 22.50,Pavilion,No,2.7 GHz,Intel Integrated HD Graphics 500,"HP Pavilion 15-AU118TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",No,Standard,9,,16GB
HP,15-ac045tu,https://i.gadgets360cdn.com/products/laptops/large/1525204262_635_15-ac045tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 38,400",4GB,15.60-inch,No,Jack Black Colour With Textured Diamond Pattern,DOS,1TB,15-ac045tu,Intel Core i5 5th Gen 5200U,Intel HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,,No,2.2 GHz,Intel HD Graphics 5500,"HP 15-AC045TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",No,Standard,4,,8GB
HP,15-ac040tu,https://i.gadgets360cdn.com/products/laptops/large/1525204320_635_15-ac040tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 21,490",4GB,15.60-inch,No,Jack Black Colour With Textured Diamond Pattern,DOS,500GB,15-ac040tu,Intel Pentium Dual Core 5th Gen N3825U,Nvidia GeForce MX150,Yes,,1366x768 pixels,802.11 b/g/n/ac,2.14,384.30 x 254.60 x 24.30,,No,1.9 GHz,Nvidia GeForce MX150,"HP 15-AC040TU Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",Yes,Standard,4,DDR5,8GB
Asus,X541UA-DM883D,https://i.gadgets360cdn.com/products/laptops/large/1525205948_635_x541ua-dm883d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 26,999",4GB,15.60-inch,No,Silver,DOS,1TB,X541UA-DM883D,Intel Core i3 6th Gen 6006U,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 b/g/n,2,381.00 x 252.00 x 25.40,X Series,No,2 GHz,Intel Integrated HD Graphics,"Asus X541UA-DM883D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",No,Standard,5,,
HP,15-bs576tx,https://i.gadgets360cdn.com/products/laptops/large/1525207868_635_15-bs576tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 42,950",8GB,15.60-inch,No,Black,DOS,1TB,15-bs576tx,Intel Core i5 7th Gen 7200U,AMD Radeon 520 Graphics,Yes,,1920x1080 pixels,802.11 b/g/n,1.86,380.00 x 253.70 x 23.80,,No,2.5 GHz,AMD Radeon 520 Graphics,"HP 15-BS576TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,Standard,4,DDR3,16GB
Lenovo,Yoga 510,https://i.gadgets360cdn.com/products/laptops/large/1525207905_635_yoga-510.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 34,990",4GB,14.00-inch,128GB,Black,Windows 10 Home,1TB,510,Intel Core i5 7th Gen 6200U,Nvidia GeForce GTX 1060,Yes,,1366x768 pixels,802.11 ac,1.75,336.00 x 235.00 x 19.30,Yoga,Yes,2.3 GHz,Nvidia GeForce GTX 1060,"Lenovo Yoga 510 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 14 inch)",Yes,Standard,8.5,GDDR5,8GB
HP,15-bg001ax,https://i.gadgets360cdn.com/products/laptops/large/1525206339_635_15-bg001ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 27,990",4GB,15.60-inch,No,Turbo Silver,DOS,1TB,15-bg001ax,AMD APU Quad Core A8 6th Gen A8 7410,AMD Radeon R5 M430,Yes,,1366x768 pixels,802.11 b/g/n,2.19,384.00 x 254.50 x 24.10,,No,2.2 GHz,AMD Radeon R5 M430,"HP 15-BG001AX Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Turbo Silver, 15.6 inch)",Yes,Standard,,DDR3,16GB
Asus,A555LF-XX366D,https://i.gadgets360cdn.com/products/laptops/large/1525204137_635_a555lf-xx366d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,490",4GB,15.60-inch,No,Black,DOS,1TB,A555LF-XX366D,Intel Core i3 5th Gen 5010U,Nvidia GeForce GTX 1070,Yes,,1366x768 pixels,802.11 ac,2.3,382.00 x 265.00 x 26.00,A Series,No,2.1 GHz,Nvidia GeForce GTX 1070,"Asus A555LF-XX366D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,Standard,4.5,GDDR5,
HP,15-af008ax,https://i.gadgets360cdn.com/products/laptops/large/1525206250_635_15-af008ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,490",4GB,15.60-inch,No,Turbo Silver Color With Diamond & Cross Brush Pattern,DOS,1TB,15-af008ax,AMD APU Quad Core A8 6th Gen A8 7410,Intel HD Graphics,No,,1280x720 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,,No,2.2 GHz,Intel HD Graphics,"HP 15-AF008AX Laptop (DOS, 4GB RAM, 1000GB HDD, Quad Core A8, Black, 15.6 inch)",No,Standard,,DDR3,4GB
